InChIKey,Isomeric_SMILES
JGUNQXPMULKFNY-UHFFFAOYSA-N,COC1=C(C2=CN=C3C(=C2C=C1)C=CC4=CC5=C(C=C43)OCO5)OC
JFWCEOZJEWNPOW-GQOQCBKBSA-N,CO[C@H]1CC2[C@]3(CCN2C(C4=CC(=C(C=C43)OC)OC)O)C=C1
VXTCKUJRGBGTEH-NCAQKEMTSA-N,COC1=C2CN3CC[C@@]4([C@H]3C[C@H](C=C4)O)C2=CC5=C1OCO5
KWAOMPWGIIXDPH-MVWHLILJSA-N,C1[C@H](C=C[C@]23[C@H]1N(C[C@@H]2O)CC4=CC5=C(C=C34)OCO5)O
NWAYYOQRSAEORM-JUKXBJQTSA-N,CC(=O)O[C@@H]1C[C@H]2[C@@]3(C=C1)[C@H](CN2CC4=CC5=C(C=C34)OCO5)O
VXXVFIKKBBVGIR-HNNXBMFYSA-N,CN1C[C@H](C2=CC(=C(C=C2C1)O)OC)C3=CC=C(C=C3)O
YDHBKYCFICHVSW-LPOXYFBYSA-N,COC1=C2CN3CC[C@@]4([C@H]3CC[C@@H]([C@@H]4O)O)C2=CC5=C1OCO5
VJILFEGOWCJNIK-DNZXADHWSA-N,C1CN2CC3=CC4=C(C=C3C5C2C1C[C@H]([C@H]5O)O)OCO4
ZSTPNQLNQBRLQF-DHQLAWRFSA-N,CO[C@H]1C[C@H]2[C@@]3(C=C1)[C@@H](CN2C(C4=CC5=C(C=C34)OCO5)O)O
TZTBAJFJEZRQCV-RLCCDNCMSA-N,COC1=C(C=C2CN3CC[C@]4([C@@H]3C[C@@H](C=C4)O)C2=C1)O
RFILRSDHWIIIMN-UHFFFAOYSA-N,C1OC2=C(O1)C=C3C4=CC=CC=C4N=CC3=C2
SZJIAQIHDKIFGC-NOXHYTERSA-N,C1C=C2[C@H]3CN([C@H]2[C@@H]([C@H]1O)O)CC4=CC5=C(C=C34)OCO5
VBEQZFNVRMPLSM-KCFUIBDGSA-N,C/C=C\1/CN2[C@H]3CC1C4[C@@H]2C[C@@]5(C3N(C6=CC=CC=C65)C)C4O
BGDMXWQJUGENQP-QPCLWJSESA-N,CC(C)CC(=O)O[C@H]1[C@H]2[C@H](C[C@@H]([C@@H]2CO)O)C(=CO1)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
XGEAUXVPBXUBKN-NSOVKSMOSA-N,CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)C[C@H]6C7=C(O3)C(=C(C=C7CCN6C)OC)O)O)OC
KOWMJRJXZMEZLD-HCIHMXRSSA-N,COC1=CC(=CC(=C1O)OC)[C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=CC(=C(C(=C4)OC)O)OC
YFVZKLQNMNKWSB-BTYIYWSLSA-N,COC1=C(C=C(C=C1)C[C@H]2COC(=O)[C@@]2(CC3=CC(=C(C=C3)O)OC)O)OC
HRLFUIXSXUASEX-RZTYQLBFSA-N,COC1=CC(=CC(=C1OC)OC)[C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=CC(=C(C(=C4)OC)OC)OC
YZFJTFVPCWEPND-JHOCIBHQSA-N,C/C=C(\C)/C(=O)OC1CC2[C@@H]([C@@H](C(C1)N2C)O)O
ATKYNAZQGVYHIB-MLGYPOCJSA-N,C1CC2CC(CC1N2)OC(=O)[C@H](CO)C3=CC=CC=C3
KQSAUOPDQAYSSQ-GPXXLQEOSA-N,CC(=O)OCC1=C(C(=C2C=C(C(=CC2=C1)OC)OC)C3=CC4=C(C=C3)OCO4)C(=O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O
PGFBYAIGHPJFFJ-PWIZWCRZSA-N,COC1=CC(=CC(=C1O)O)[C@H]2C3=CC(=C(C=C3C[C@]([C@@]2(C(=O)O)O)(CO)O)OC)O
IETDTZKBVWFSKR-XYEVPOBGSA-N,COC1=CC(=CC(=C1OC)OC)[C@H]([C@@H]2[C@H](COC2=O)CC3=CC4=C(C=C3)OCO4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O
OUJJWPMPNAGHRR-HWKANZROSA-N,C=CCC1=CC(=C(C=C1)O)C2=C(C=CC(=C2)/C=C/CO)O
CMJGAYUQSLJSCR-ULIPXBITSA-N,C1[C@@H](/C(=C\C2=CC3=C(C=C2)OCO3)/C(=O)O1)CC4=CC5=C(C=C4)OCO5
USVLFVSHBLNSOC-WMYFGKAISA-N,COC1=C(C=CC(=C1)[C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=CC5=C(C=C4)OCO5)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O
XJTXBUKLGQCZHC-RWPZGMTISA-N,CC(=O)O[C@@H]1C2COC(=O)[C@@H]2CC3=CC(=C(C(=C3C4=CC5=C(C=C14)OCO5)OC)OC)OC
ADTULSGZUFJGNI-WSFKTYETSA-N,COC1=C(C=CC(=C1)[C@H]2[C@H]3[C@@H](CO2)[C@@H](OC3=O)C4=CC5=C(C=C4)OCO5)O
LNEPYGTUEWFPKT-BUNWUOFNSA-N,C/C=C/C1=CC(=C(C=C1)O[C@H](C)[C@@H](C2=CC(=C(C(=C2)OC)OC)OC)O)OC
YTNIUPZRMQLHNV-XSIUSZODSA-N,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)N(C)C)C)C)N(C)C
SSDNUGHQUZHHEE-YGUMODFPSA-N,C[C@@H]1C[C@@H]([C@H](NC1)[C@@H](C)[C@H]2[C@@H](C[C@@H]3[C@@]2(CC[C@H]4[C@H]3CC[C@@H]5[C@@]4(CC[C@@H](C5)N)C)C)O)O
ZPTJKUUQUDRHTL-QAQRTNARSA-N,C[C@@H]1C[C@]2([C@@H]([C@H]([C@H]3[C@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@@H]6[C@@]5(CC[C@@H](C6)N)C)C)C)NC1)O
QCTMYNGDIBTNSK-GDFYHEOTSA-N,C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O[C@H]7C([C@H]([C@H]([C@H](O7)CO)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O[C@H]9[C@@H]([C@@H]([C@H]([C@@H](O9)C)O)O)O)C)C)C)NC1
QTNGLMWAVBOBLJ-RCFZRFIHSA-N,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H]([C@H]4O)O)C)C)N(C)C
QJWRHLSORLOREK-BFMVXSJESA-N,C1=CC=C(C=C1)COC(=O)C2=C(C=CC(=C2)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
LXEQIOGTMDLLEC-UHFFFAOYSA-N,COC1=C(C2=C3C(=C1)C(=O)OC4=C3C(=CC(=C4OC)O)C(=O)O2)OC
RMTXUPIIESNLPW-AOSYACOCSA-N,CCC/C=C/C/C=C/CCCCCCCC1=C(C(=CC=C1)O)O
WPUIZWXOSDVQJU-UHFFFAOYSA-N,CN1C2CCC1CC(C2)OC(=O)C(=C)C3=CC=CC=C3
JJNVDCBKBUSUII-SVFSVNPNSA-N,CN1C2CC(CC1[C@@H]3[C@H]2O3)OC(=O)C(=C)C4=CC=CC=C4
HQSKZPOVBDNEGN-NZBPQXDJSA-N,C1CCN2C[C@@H]3C[C@H]([C@@H]2C1)CN4[C@@H]3CC(=O)C=C4
YUKCLPPRYNXRAF-DXDKGHSRSA-N,C1CCN[C@@H](C1)[C@@]23CC(C[C@@H]4[C@H]2NCCC4)[C@H]5CCCCN5C3
JMXNBIDTNISOTA-AICCOOGYSA-N,C1CCN2C[C@H]3C[C@H]([C@@H]2C1)CN4[C@@H]3[C@H](CCC4)O
UVGUDMTZIJXYDY-XSWJKVCQSA-N,C[C@@H]([C@H]1CC[C@@]2([C@@]1(CC=C3[C@H]2CC[C@@H]4C(=C3)CC[C@@H](C4(C)C)N(C)C)C)C)N
BSNZFQANPMIOIU-WZBMPAQFSA-N,C[C@@H]([C@H]1[C@@H](C[C@@]2([C@@]1(CC[C@]34[C@H]2CC[C@@H]5[C@]3(C4)CC[C@@H](C5=C)NC)C)C)O)NC
PLKVWYPBRRRIQG-QGSMACLHSA-N,C[C@@H]([C@H]1CC[C@@]2([C@@]1(CC[C@]34[C@H]2CC[C@@H]5[C@]3(C4)CC[C@@H](C5(C)C)NC)C)C)N(C)C
UXOGOSLLGMYCNL-UHFFFAOYSA-N,CCCCCCCCCCCCCC1=CC(=CC(=C1)O)O
WQQJTVODGXZMHF-WRXRYXBBSA-N,COC1=C(C=CC(=C1C(=O)OCC2=CC=CC=C2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O
PEWWLIQAXYMMAN-UHFFFAOYSA-N,CN1C2=CC=CC=C2C(=O)C3=C1C4=C(C(=C3OC)OC)OCO4
HTUIKPYRGODLDO-VNBZBWLYSA-N,C[C@H]1CC2=C([C@H]([C@@H]1C)C3=CC4=C(C=C3)OCO4)C5=C(C=C2)OCO5
JGGWNGRBXJWAOC-HKJPBSJPSA-N,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@@H](CC4=C(C5=C(C=C24)OCO5)O)COC3=O
BFKORKXLSJUYSS-RQUSPXKASA-N,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@@H](CC4=C(C5=C(C=C24)OCO5)OC)COC3=O
ZGBQEJGNORPNKC-PDLWQGAHSA-N,CC(=O)O[C@]12CO[C@@H]([C@H]1CO[C@H]2OC3=C(C=C4C(=C3)OCO4)OC)C5=CC6=C(C=C5OC)OCO6
WEFMOGRHGUPGMA-JTQLQIEISA-N,C1CN2CC3=C(C=CC(=C3)O)N=C2[C@H]1O
SDIVYZXRQHWCKF-SECBINFHSA-N,C1CN2C(=NC3=CC=CC=C3C2=O)[C@@H]1O
SKOLRLSBMUGVOY-BYNSBNAKSA-N,C1CCN2C[C@@H]3C[C@@H]([C@H]2C1)C=C4[C@H]3NCCC4
XVPBINOPNYFXID-JARXUMMXSA-N,C1C[C@@H]2[C@H]3CCC[N@+]4([C@H]3[C@@H](CCC4)CN2C(=O)C1)[O-]
AILDTIZEPVHXBF-XSLAGTTESA-N,C1[C@H]2CN(C[C@H]1C3=CC=CC(=O)N3C2)C(=O)N4C[C@@H]5C[C@@H](C4)C6=CC=CC(=O)N6C5
YFRYJFMFQOBOSY-CMQLYVPTSA-N,C1C[C@@H]2C3CC(CN2C(=O)C1)[C@@H]4C[C@H](CCN4C3)OC(=O)C5=CC=CN5
RNZIQNGNLJSLHV-KDOFPFPSSA-N,CC(=CC[C@@]1([C@@H](CCC2=C1N=C3C(=C2OC)C=CO3)O)OC)C
FRTCWDLFHSMTNW-UHFFFAOYSA-N,CCCC(=O)C1=C(C(=C(C(=C1O)CC2=C(C(C(=O)C(=C2O)C(=O)CCC)(C)C)O)O)CC3=C(C(C(=O)C(=C3O)C(=O)CCC)(C)C)O)O
VMSLCPKYRPDHLN-NRFANRHFSA-N,CC(C)CC(=O)C1=C(C(=C([C@](C1=O)(CC=C(C)C)O)O)CC=C(C)C)O
FUVCJKNEOUWLPI-UHFFFAOYSA-N,CN1C2=CC=CC=C2C(=O)C3=C1OC=C3
XTBMLWZKNWXUHV-UHFFFAOYSA-N,CN1C2=C(C=C(C=C2)OC)C(=O)C(=C1C3=CC=CC=C3)OC
JBRXRVFXQIKPEA-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)C(=C3C=COC3=N2)OC)OC
UAFHDDGMOVOBAW-DZGCQCFKSA-N,COC1=C(C=C2C(=C1)C[C@H]3COC(=O)[C@@H]3CC4=C(C(=C(C=C42)OC)OC)OC)OC
JXSPGOIAWPYMGS-UHFFFAOYSA-N,CC1=C(C(=C(C(=C1OC)CC2=C(C(=C(C(=C2O)C(=O)C)O)C)OC)O)C(=O)C)O
VRMGQDHQTYUISY-CYBMUJFWSA-N,CC(C)[C@@H](CC1=C(C2=C(C(=CC=C2)OC)N(C1=O)C)OC)O
FMEKJMQGMONLTQ-CYBMUJFWSA-N,CC(C)[C@H]1CC2=C(O1)N(C3=C(C2=O)C=CC=C3OC)C
GOMVNCXQVLUIGA-UHFFFAOYSA-N,CN1C(=CC(=O)C2=C1C=C(C=C2)OC)C3=CC4=C(C=C3)OCO4
RIXOVHWIYRZQDC-UHFFFAOYSA-N,COC1=CC(=NC2=CC=CC=C21)CCC3=CC4=C(C=C3)OCO4
XCWBENSTFQIQNV-NHCASCSRSA-N,C[C@H]1[C@@H]([C@@H](O[C@@H]1C2=CC(=C(C=C2OC)OC)OC)C)C3=CC(=C(C=C3OC)OC)OC
MWJAXRZVJODRGN-FPTDNZKUSA-N,C[C@@H]1[C@H](C2=C(C=C1C)C(=CC(=C2OC)OC)OC)C3=CC(=C(C=C3OC)OC)OC
CSJAXRKDCCWCSJ-UHFFFAOYSA-N,CN1C=CC(=O)C2=CC=CC=C21
PFWJPXGNICZIQB-UHFFFAOYSA-N,CCCC(=O)C1=C(C(=C(C(=C1O)CC2=C(C(=C(C(=C2O)C)OC)C(=O)CCC)O)O)CC3=C(C(=C(C(=C3O)C)OC)C(=O)CCC)O)O
NQGCBDWQKDAGTK-RYZVSIALSA-N,CCCC(=O)C1=C(C(=C(C(=C1O)C[C@]2(C(=C(C(=C(C2=O)C(=O)[C@H](C)CC)O)C)O)C)O)C)OC
PLGZOIJJUOHZJA-UHFFFAOYSA-N,CCCC(=O)C1=C(C(=C(C(C1=O)(C)C)O)CC2=C(C(=C(C(=C2O)C)OC)C(=O)CCC)O)O
GJRJTYFSORWKBE-UHFFFAOYSA-N,CCCC(=O)C1=C(C(=C(C=C1O)OC)C)O
YWAAZZCPWLHJAN-UHFFFAOYSA-N,CN1CCCC12C3=CC=CC=C3C(=O)O2
QFUXQRHAJWXPGP-IIBDXVJDSA-N,C[C@@H]1[C@H]([C@@H](O[C@H]1C2=CC3=C(C=C2)OCO3)C4=CC5=C(C=C4)OCO5)C
KOTXAHKUCAQPQA-MCBQMXOVSA-N,CC1=C2[C@H](C(=O)[C@]3(C/C(=C\[C@@H]([C@@H](C2(C)C)C[C@@H]1OC(=O)C)OC(=O)C)/[C@H](C[C@@H]3O)OC(=O)[C@@H]([C@H](C4=CC=CC=C4)N(C)C)O)C)O
YFEPHJVWLFGWKH-AWEZNQCLSA-N,COC1=C(C2=C(C=C1)C3=C(C[C@@H]4CCCN4C3)C5=CC(=C(C=C52)OC)OC)OC
ZPINJJOPURFFNV-LPINMEDASA-N,C[C@@H]1[C@H]([C@@H](O[C@H]1C2=CC(=C(C(=C2)OC)OC)OC)C3=CC(=C(C(=C3)OC)OC)OC)C
DDWGQGZPYDSYEL-LSDHHAIUSA-N,C1[C@@H]([C@H](C(=O)O1)CC2=CC3=C(C=C2)OCO3)CC4=CC5=C(C=C4)OCO5
VEAUNWQYYMXIRB-XSHSDMCLSA-N,C=C[C@@H](/C=C\C1=CC=C(C=C1)O)C2=CC=C(C=C2)O
XTCGYRFLVLFRGW-UHFFFAOYSA-N,COC1=CC(=C(C2=C1C(=C3C=COC3=N2)OC)OC)OC
SMPZPKRDRQOOHT-UHFFFAOYSA-N,CC1(C=CC2=C3C(=C(C=C2O1)OC)C(=O)C4=CC=CC=C4N3C)C
ANFSXHKDCKWWDB-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)C(=C3C(=C2OC)COC3=O)C4=CC5=C(C=C4)OCO5)OC
VDYACOATPFOZIO-UBWHGVKJSA-N,C[C@@H]1[C@H](OC2=CC(=O)C(=C[C@]12OC)CC=C)C3=CC(=C(C=C3)OC)OC
FZKRWTVMKFSFSG-UHFFFAOYSA-N,CNC1=C(C=C(C=C1)C2CCN3C2=NC4=CC=CC=C4C3=O)C(=O)OC
AOZTYYBGNNXAOI-NTEUORMPSA-N,C/C(=C\C1=CC2=C(C=C1)OCO2)/C3(C=C(C(=O)C=C3OC)CC=C)OC
KZZKPJBKEJKNAK-HUUJSLGLSA-N,CCCCC[C@H]([C@H]([C@@H]1C=CC[C@@H]2N1CCCNCCCCNC(=O)C2)O)O
LSYKFBZWBDMZLQ-NRFANRHFSA-N,C1CCN(CCCNC(=O)C[C@H](NC1)C2=CC=CC=C2)C(=O)C3=CC=CC=C3
XFYYJHYSDXQMAE-UHFFFAOYSA-N,C1C(OC2=C(O1)C=C3C4=CC=CC=C4NC(=O)C3=C2)CC5=CC=C(C=C5)O
RSHYSOGXGSUUIJ-OAHLLOKOSA-N,COC1=CC2=C(C=C1)C3=C(C[C@H]4CCCCN4C3)C5=CC(=C(C=C52)OC)OC
ZRWJIZYZTLTXJI-UHFFFAOYSA-N,CNC1=C(C=CC=C1OC)C(=O)OC
HAVJATCHLFRDHY-KSZYUSJVSA-N,CC(C)(CC[C@@](CC(=O)OC)(C(=O)O[C@H]1[C@H]2C3=CC4=C(C=C3CCN5[C@@]2(CCC5)C=C1OC)OCO4)O)O
LNCIXDIFZNXBDP-NSOVKSMOSA-N,CN1CCCN(C(=O)C[C@H]1C2=CC=CC=C2)CCCCN3CCCN([C@@H](CC3=O)C4=CC=CC=C4)C
YODZWLPSGSZPHZ-NGSHPTGOSA-N,CC(=O)O[C@H]1CCC2=CC(=C(C=C2)OC)C3=C(C=CC(=C3)CC[C@H]4C[C@H]5CCC[C@H](C1)N5CO4)O
YBZUGUWOQLUNKD-PMPSAXMXSA-N,CC[C@@H]([C@@H]1CC=C[C@H]2N1CCCNCCCCNC(=O)C2)O
FSBUXLDOLNLABB-HSCIEKESSA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2OC(=O)/C=C/C3=CC(=C(C=C3)O)O)CO[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)OCCC5=CC(=C(C=C5)O)O)O)O)O)O
FYRHTIWFKXZWAD-UHFFFAOYSA-N,COC1=CC2=C(C=C1CC=C)OCO2
IAXBXCJUSPUULA-RHTWPPHESA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OCC(C3=CC(=C(C=C3)O)O)O)O)O)OC(=O)/C=C/C4=CC(=C(C=C4)O)O)O)O)O
VJMJISPSGHVBBU-IAGOWNOFSA-N,COC1=CC(=CC(=C1OC)OC)C[C@@H]2COC[C@H]2CC3=CC4=C(C=C3)OCO4
FCOQWUOWHWHTJP-DZXBDMBVSA-N,CO[C@@H]1CO[C@H]([C@@H]([C@H]1OC)O)OC2=C3COC(=O)C3=C(C4=CC(=C(C=C42)OC)OC)C5=CC6=C(C=C5)OCO6
KETPSFSOGFKJJY-UHFFFAOYSA-N,COC1=CC(=CC(=C1O)C2=C(C(=CC(=C2)CC=C)OC)O)CC=C
GLGVEKKQPFRBAS-UOVCOODASA-N,COC1=CC(=CC(=C1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)OC)[C@@H]3[C@H]4CO[C@@H]([C@H]4CO3)C5=CC(=C(C=C5)O)OC
JKKWXFYURXPBFN-CLRSYFRZSA-N,C[C@]12CCC[C@@]([C@@H]1C[C@@H](CC2)C(C)(C)O)(C)OC3=CC(=CC(=C3O)OC4=CC=C(C=C4)CC=C)CC=C
COELSLLVNMRXHB-KYIFXELVSA-N,C[C@@H]1[C@H](O[C@@H]2[C@]1(C(=CC(=O)[C@H]2CC=C)OC)OC)C3=CC4=C(C=C3)OCO4
SBALNGLYQFMKPR-NQTWQHAWSA-N,COC1=CC(=O)[C@@]2([C@@H]1O)[C@H](C[C@@]34[C@@]2(CCN3)CC(=O)C(=C4OC)OC)Cl
RCNXAKUMTKVCLL-JTQLQIEISA-N,CC(=C)[C@@H]1CN2C=CC(N=C2N1OC)(C)C
ZTMPDTJBTNGZJH-QMZLQNRASA-N,C1CC[C@H]([C@H](C1)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)OC(=O)/C=C/C3=CC=C(C=C3)O
IKASMYQBXBUEQS-AEAUTZEXSA-N,C1=CC(=C(C=C1/C=C/C(=O)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)OC[C@H](C4=CC(=C(C=C4)O)O)O)CO)O)O
AXCXHFKZHDEKTP-NSCUHMNNSA-N,COC1=CC=C(C=C1)/C=C/C=O
SVCNNZDUGWLODJ-RAYFHMIRSA-N,C/C=C\1/CC(=C)[C@@](C(=O)OCC2=CCN3[C@H]2[C@@H](CC3)OC1=O)(CO)O
BATFHSIVMJJJAF-UHFFFAOYSA-N,CC1=C(C2=C(C=C1)C(=O)C3=C(C2=O)C=CC(=C3O)O)O
YEXVXKIMPBHRQR-VFQWDWSUSA-N,C/C=C\1/C[C@H]([C@@](C(=O)OC[C@H]2[C@@H](CN3[C@H]2[C@@H](CC3)OC1=O)O)(C)O)C
YMUQRQKYYOWGPN-SLEGRLQASA-N,C/C=C(/C)\C(=O)O[C@@H]1CCN2[C@@H]1[C@H](CC2)COC(=O)/C(=C\C)/CO
NTGIQQBAUYBEBF-KKJULMBHSA-N,C/C=C\1/C[C@@H]([C@](C(=O)OCC2=C3[C@H](CC(=O)N3C=C2)OC1=O)(C)OC(=O)C)C
OOKBSCGBRWBGFL-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C(=C3O)C(=O)O)O)O
OZUSCVSONBBWOR-UHFFFAOYSA-N,CC1=CC2=C(C(=O)C=CC2=O)C(=C1)O
MVWPTZQHBOWRTF-QKJMJVMDSA-N,C/C=C(/C)\C(=O)O[C@@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)C)O
LADVYSUMGRTFSZ-QXFUBDJGSA-N,C[C@]1(CN2CCC[C@H]2[C@@H]1C(=O)OC)O
KILMMLMKSQWMTN-UHFFFAOYSA-N,CC1=C(C2=C(C(=CC=C2)O)C(=O)C1=O)O
SCIUCADXFKAPEB-INIZCTEOSA-N,CC(=CC[C@@H](C1=CC(=C2C(=O)C=CC(=O)C2=C1OC)O)OC(=O)C)C
QHOZSLCIKHUPSU-DILYIBBNSA-N,CC=C(C)C(=O)OC1CCN2[C@@H]1C(=CC2)COC(=O)[C@@](C(C)OC)(C(C)(C)O)O
LVZCTOQMFLAKLI-CSZIUDOQSA-N,C/C=C(/C)\C(=O)OC[C@@H]1[C@H]2CCCN2C[C@@H]1O
AEQMIFRODRFTJF-SLFFLAALSA-N,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O[C@H]4[C@@H]([C@](CO4)(CO)O)O
CKCXAMWUYPZVFL-LURJTMIESA-N,C[C@@H](C1=CC2=C(O1)C(=O)C3=C(C2=O)C=CC=C3O)O
GREWJSSEUGRGIT-UHFFFAOYSA-N,CC1=C2C(=C(C=C1)C(C)C)C=C(C(=O)C2=O)C
YBXYYSSRAZPEGN-UHFFFAOYSA-N,C1OC2=C(O1)C3=C(C=C2)C(=O)C4=CC=CC=C4C3=O
DNQLVCZXYPFUHF-UHFFFAOYSA-N,CC1=CC2=C(O1)C(=O)C(=CC2=O)OC
BATBOVZTQBLKIL-KRWDZBQOSA-N,CC(=CC[C@@H](C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)OC(=O)C=C(C)C)C
AHKDJQYHVWSRLT-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=O)C3=CC(=C(C(=C3C2=O)O)O)O
CVZNKLNAHBTINT-UHFFFAOYSA-N,CCCCCCCCCCCCCC(CC1=CC(=O)C=C(C1=O)OC)OC(=O)C
SJBCQYINLQWMKL-UHFFFAOYSA-N,CC1=C2C(=C(C=C1)O)C(=C(C(=O)C2=O)C)O
ZNEMYFCJOCCUJN-CNXAATOLSA-N,C[C@@H]([C@@](C(=O)OCC1=CCN2[C@H]1[C@H](CC2)O)(C(C)(C)O)O)OC
OXNJGMNJOVOFOW-UHFFFAOYSA-N,CC(=C)C1CCC(C2=C1C(=O)C(=C(C2=O)OC)OC)(C)C=C
PSUFRPOAICRSTC-UHFFFAOYSA-N,CC1C(=O)OCC2=CCN3C2C(CC3)OC(=O)C(C1(C)O)C
VUPMYTWJSPRETC-UHFFFAOYSA-N,CC1=CC2=C(C(=C1C3=C(C4=C(C=C3C)C(=O)C5=C(C4=O)C(=CC=C5)O)O)O)C(=O)C6=C(C2=O)C=CC=C6O
YZACZIYTZCJVSN-UHFFFAOYSA-N,CC1=CC2=C(C=C1)C(=O)C=C(C2=O)C
QBFJCZWBSLFTEE-UWBHIVAPSA-N,CC1=CC2=C(C(=C1O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)OC)C(=O)C4=C(C(=C(C=C4C2=O)OC)OC)OC
IJDNMADFCZSLQD-UPMPAGDASA-N,CC(=CCC[C@@]1(C=CC2=C(O1)C=CC3=C2C(=O)C(=C(C3=O)C4=C(C(=O)C5=C(C4=O)C=CC6=C5C=C[C@@](O6)(C)CCC=C(C)C)O)C7=C(C(=O)C8=C(C7=O)C=CC9=C8C=C[C@@](O9)(C)CCC=C(C)C)O)C)C
HRSGCYGUWHGOPY-FNBSJSJDSA-N,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O
JIUGZSYPFREDLG-UHFFFAOYSA-N,CCCCCCCCCCCC(CC1=CC(=O)C=C(C1=O)OC)OC(=O)C
KFMPVUGBZZOSGH-UHFFFAOYSA-N,CC1=COC2=C1C(=O)C3=C(C2=O)OC(=C3)C(=C)C
BMYGDZTYQFCHKI-UHFFFAOYSA-N,COC1=CC(=O)C2=C(C1=O)C=CC3=C2C=CC(=C3OC)O
JCZCSQSSSAHDCB-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3)CO)O
JXHLSZPLSSDYCF-UHFFFAOYSA-N,CC1=CC(=C2C(=C1O)C(=O)C3=CC=CC=C3C2=O)O
JQQBXPCJFAKSPG-AEQCTMFLSA-N,C1[C@@H]2[C@@H]3[C@@H]([C@@H]([C@@H](O2)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C6=C5C7C(=CC(=O)C(C7(O)O)(O6)O)C(=O)O3)O)O)OC(=O)C8=CC(=C(C(=C8C9=C(C(=C(C=C9C(=O)O1)O)O)O)O)O)O
QFJVFTCFAZSXCY-KUZSCSPXSA-N,C1[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)OC(=O)C6=CC(=C(C7=C6[C@H]8C(=CC(=O)[C@](C8(O)O)(O7)O)C(=O)O1)O)O
MWPRJJBXNINUTQ-PDRZNIRRSA-N,C1[C@@H]2[C@@H]3[C@@H]([C@H]([C@@H](O2)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C6=C5[C@@H]7C(=CC(=O)[C@@](C7(O)O)(O6)O)C(=O)O3)O)O)OC(=O)C8=CC(=C(C(=C8C9=C(C(=C(C=C9C(=O)O1)O)O)O)O)O)OC1=C(C(=C(C=C1C(=O)O)O)O)O
