InChIKey,Isomeric_SMILES
OWDQPILTDJLGCN-QHRIQVFBSA-N,CN1CC[C@@]23C=C(C(=O)C[C@@H]2[C@@H]1CC4=C3C(=C(C=C4)OC)O)OC
KNSPNZVXPUCWMJ-WHNHDLKRSA-N,COC1=C(C=C(C=C1)C[C@H]2COC(=O)[C@@H]2CC3=CC4=C(C(=C3)OC)O[C@@H]([C@H]4CO)C5=CC(=C(C=C5)O)OC)OC
BWOAMGHNXHLWMX-BAOMQRJLSA-N,COC1=CC(=CC(=C1O)C(CO)C(C2=CC(=C(C=C2)O)OC)O)C[C@H]3COC(=O)[C@@H]3CC4=CC(=C(C=C4)O)OC
JRLHSTVTOOELAF-QXPKXGMISA-N,C=CCCCCC/C=C\CC#CC#C[C@@H](C=C)O
WIOBOUWMWWLZKG-QBZJCNLTSA-N,C[C@@H]([C@@]1(CC[C@]2([C@@]1([C@@H](C[C@H]3[C@]2(CC=C4[C@@]3(CC[C@@H](C4)O)C)O)O)C)O)O)O
WIIDBJNWXCWLKF-VVAXPEBGSA-N,C1=C/C(=C/C#N)/[C@@H]([C@H]([C@@H]1O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O
AAOPKIFUFWCDQZ-CXXWFMJBSA-N,C1[C@@H]([C@@H](OC2=C1C(=CC(=C2[C@@H](C3=CC(=C(C=C3)O)O)[C@H](CC4=C(C=C(C=C4O)O)O)O)O)O)C5=CC(=C(C=C5)O)O)O
CMULNSPKSRFQAF-VQHVLOKHSA-N,CC1CCC(C(=O)C1)/C(=C/OC2C(C(C(C(O2)CO)O)O)O)/C
ZJJQMILJDZZZHQ-UHFFFAOYSA-N,CC1CCC(C(=O)C1)C2(COC3C(O2)C(C(C(O3)CO)O)O)C
WDPNMVOXTFKLMJ-MDZDMXLPSA-N,CC1CC/C(=C(/C)\COC2C(C(C(C(O2)CO)O)O)O)/C(=O)C1
JOKDHQYGCOQQKW-UHFFFAOYSA-N,CC1CCC(C(=O)C1)C(=C)COC2C(C(C(C(O2)CO)O)O)O
IRZZAYRPVZPEKL-UHFFFAOYSA-N,CC1CCC(C(=O)C1)C(C)(COC2C(C(C(C(O2)CO)O)O)O)O
LKKDASYGWYYFIK-JURCDPSOSA-N,C[C@@]12CCC[C@]([C@H]1C[C@H](CC2)C(C)(C)O)(C)O
PYLYQTVVQXPBIJ-OUZJQUPYSA-N,COC1=CC(=CC2=C1O[C@@H]([C@H]2CO)C3=CC(=C(C=C3)O)OC)C[C@H]4COC(=O)[C@@H]4CC5=CC(=C(C=C5)O)OC
NFDGWGXWJZESMB-QRTUWBSPSA-N,CC(C)[C@@H]1CC[C@]2([C@@H](CCC(=C)[C@@]2([C@@H]1O)O)O)C
LDJXWXVSJIWCST-KCPJHIHWSA-N,CC(C)[C@@H]1CC[C@]2([C@@H](CC=C(C2=C1)CO)O)C
KAQCTOHOWHIWCT-AHDPXTMNSA-N,CC(C)[C@@H]1C[C@H]2C(=CCC[C@@]2([C@@H]([C@@H]1O)O)C)C=O
DXLKOOQBJKRNLJ-AZTPNKIGSA-N,CC(C)[C@@H]1CC/C(=C\CCC(=C)[C@H]([C@@H]1O)O)/CO
PCRVESNDQGVHLI-AZTPNKIGSA-N,CC(C)[C@@H]1CC/C(=C\CCC(=C)[C@H]([C@@H]1O)O)/C=O
IMIAOSAKRWYJIZ-UHFFFAOYSA-N,CC(=C)C1CCC2(CCC3C(=C)C2(C1O3)O)C
PJTUFUCFUDAEPU-YYTFBVJBSA-N,CC1=CC[C@@H](CC1=O)[C@@](C)(C/C=C/C(C)(C)O)O
CDRRULDABVKKHU-OYNUMDPVSA-N,COC1=C(C=C2C(=C1O)[C@@H]3[C@@H](C(C(C(O3)COC(=O)C4=CC(=C(C(=C4)O)O)O)O)O)OC2=O)O
AJIFASHLGBHDDS-GEFDNOIESA-N,C1[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)OC(=O)C4=CC(=C(C(=C4C5=C(C(=C(C=C5C(=O)O1)O)O)O)O)O)OC6=C(C(=C(C=C6C(=O)O)O)O)O)O
TWORTZAXDSRCIT-UHFFFAOYSA-N,C1CC(CCC1O)(CCO)O
QLJNETOQFQXTLI-JKUDBEEXSA-N,COC1=C(C=CC(=C1)[C@H]2[C@@H]3CO[C@H]([C@@H]3CO2)C4=CC(=C(C=C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC)O
MRNPHCMRIQYRFU-UWAWSDATSA-N,CC(C)[C@@H]1CC[C@H]2[C@]1(CC[C@@]3([C@@]2(CC=C4[C@H]3CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)OC)C)C)C)C
OTWKACNCVAYEGM-UHFFFAOYSA-N,CC1C2C(CC3C2(CCC4C3CC=C5C4(CCC(C5)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)CO)O)OC8C(C(C(CO8)O)O)O)OC9C(C(C(C(O9)CO)O)O)O)O)O)C)C)OC1(CCC(C)COC1C(C(C(C(O1)CO)O)O)O)OC
QURPLLAPNURGHG-UHFFFAOYSA-N,CC1CC(C2(C(C3C(O2)CC4(C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)O)OC9C(C(C(CO9)O)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)C)C)O)C)OC1)O
ZICDJKZDHVLVOD-HUGMCNGHSA-N,CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO[C@H]6[C@@H]([C@H]([C@@H](CO6)O)O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C)C)O)C)O)C
BUTFXZVBLOLETI-UHFFFAOYSA-N,CC1=C(C(=C2C(=C1O)C(=O)C(=CO2)CC3=CC=C(C=C3)OC)C)O
QBRLTNYECODTFP-UHFFFAOYSA-N,CC1=C(C2=C(C=C1O)OCC(C2=O)CC3=CC4=C(C=C3)OCO4)O
LCNBLLDTRINYAW-NXEOTYAVSA-N,CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O)C
HHNCJFKRMZDTHW-WQRDJFRPSA-N,C/C=C(\C)/C(=O)OC(C)(C)[C@@H]1CC2=C(O1)C=C3C(=C2)C=CC(=O)O3
SDKXNUPDGQJUHA-ACRKBEDHSA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H](CO[C@H]2OC(=O)[C@]34CCC(C[C@H]3C5=CC[C@H]6[C@]([C@@]5(C[C@H]4O)C)(CC[C@@H]7[C@@]6(C[C@@H]([C@@H](C7(CO)CO)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)C)C)(C)C)O)O)O)OC(=O)C)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O[C@H]1[C@@H]([C@](CO1)(CO)O)O)O
OYONKNQJEXRUQZ-PQDRPWSESA-N,C/C/1=C\C/C(=C(\C)/CO)/C(=O)C/C(=C\CC1)/C
BDCUGHMNUOTFKX-UHFFFAOYSA-N,CC1C(C(C(C(O1)OC2C(C(COC2OC(=O)C34CCC(CC3C5=CCC6C(C5(CC4O)C)(CCC7C6(CC(C(C7(C)CO)OC8C(C(C(C(O8)CO)O)O)O)O)C)C)(C)C)O)O)O)O)OC9C(C(C(CO9)O)OC1C(C(CO1)(CO)O)O)O
ZSBXGIUJOOQZMP-QVHKTLOISA-N,C1C[C@@H]2[C@@H]3CCCN4[C@@H]3[C@H](CCC4)CN2C(=O)C1
CNHZRRBWLMSLDX-WNHLAMKZSA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H](CO[C@H]2OC(=O)[C@]34CCC(C[C@H]3C5=CC[C@H]6[C@]([C@@]5(C[C@H]4O)C)(CC[C@@H]7[C@@]6(C[C@@H]([C@@H](C7(CO)CO)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)C)C)(C)C)O)O)OC(=O)C)O)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O[C@H]1[C@@H]([C@](CO1)(CO)O)O)O
XMUPAAIHKAIUSU-QRQCRPRQSA-N,CC(=C)[C@H](CCC(C)(C)O)CC1=C2C(=C(C=C1O)OC)C(=O)C[C@H](O2)C3=C(C=C(C=C3)O)O
ICINSKFENWFTQI-BHYGOWNVSA-N,C[C@H](/C=C/[C@@]1([C@](CCCC1(C)C)(C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O
UUBHXYINEPOWQI-XHWTUMPSSA-N,CC(=O)/C=C/[C@@]1([C@](CCCC1(C)C)(C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O
NODZICYHUGDVAM-IBNKKVAHSA-N,C[C@@H]1[C@H]2CC(=O)[C@@](C[C@H]2OC1=O)(C)O
GFSTVWDPRTWASK-XSSZXYGBSA-N,C[C@@]1(C[C@@H]2[C@H](CC1=O)C(=C)C(=O)O2)O
BDKBBWGLLDEQEV-ZFRZLUBXSA-N,C[C@@]1(C[C@@H]2[C@H](CC1=O)[C@H](C(=O)O2)COC(=O)C3=CC=CC=C3)O
GBJKHDVRXAVITG-CHCGYSKXSA-N,CC(CC([C@@H]1C(O1)(C)C)O)C2=C3CC([C@@H]4[C@]5(CCC(=O)C([C@@H]5CC[C@@]4([C@]3(CC2)C)C)(C)C)C)O
DORJGGFFCMZTHW-ALBAWVTKSA-N,C[C@@H](C[C@H]([C@H]1C(O1)(C)C)O)C2=C3C[C@H]([C@@H]4[C@@]5(CCC(=O)C([C@H]5CC[C@]4([C@@]3(CC2=O)C)C)(C)C)C)O
BUPJOLXWQXEJSQ-KKUMJFAQSA-N,CC(C)C1=C[C@H]2[C@@H](CC[C@]2(C)O)C(=C)CC1
HISDAJRMKAJROU-PTNZTPPNSA-N,C[C@H]1CC[C@H]2[C@@H](CC[C@H]([N@+]2(C1)[O-])C3=COC=C3)C
HSSJYSJXBOCKQM-GVTGEURHSA-N,C[C@H]1[C@H]2[C@H](C[C@@H]3[C@@]2(CC[C@H]4[C@H]3CC=C5[C@@]4(CC[C@@H](C5)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O[C@H]7[C@@H]([C@@H]([C@H]([C@@H](O7)C)O)O)O)O)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)C)C)O[C@@]1(CC[C@@H](C)CO[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)OC
BBYSWXUKFBVXAO-UHFFFAOYSA-N,CC1=C(C2=C(C=C1O)OC=C(C2=O)CC3=CC4=C(C=C3)OCO4)O
UIXJVDGAGQPTFR-ZSBHZPGCSA-N,C[C@]12CC[C@@](C[C@H]1[C@@]3(CC=C4C(=CC[C@@H]5[C@@]4(CC[C@H](C5(C)C)O)C)[C@]3(CC2)C)C)(C)CO
WNFXUXZJJKTDOZ-HNNXBMFYSA-N,CC(=CC[C@@H](C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)OC(=O)C)C
BVRYLTBIGIAADD-MRXNPFEDSA-N,CC(C)C(=O)O[C@H](CC=C(C)C)C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O
BATBOVZTQBLKIL-QGZVFWFLSA-N,CC(=CC[C@H](C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)OC(=O)C=C(C)C)C
HDLNHPZHTNFCNP-JJEFWQELSA-N,C[C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)OC(=O)[C@@]23CC[C@@]4(C(=CC[C@H]5[C@]4(CC[C@@H]6[C@@]5(C[C@@H]([C@@H]([C@@]6(C)C(=O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)C)C)[C@@H]2CC(CC3)(C)C)CO)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O[C@H]1[C@@H]([C@H]([C@H](CO1)O)O)O)O)O[C@H]1[C@@H]([C@](CO1)(CO)O)O)O)O)OC(=O)/C=C/C1=CC(=C(C(=C1)OC)OC)OC
JWUZQAFWZLAXJS-FCHSOHFDSA-N,CC1=COC2=C1C(=O)C3=C([C@H]4C[C@H]4[C@@]3(C2)C)C
HZKGRCIKQBHSNA-KCQAQPDRSA-N,CC1=C(C[C@]2(CC1)C(=C)C[C@@H]([C@@H](C2(C)C)Br)O)Cl
WMOPMQRJLLIEJV-DOMZBBRYSA-N,CC1=C2C[C@@H](CC[C@@]2(CCC1)C)C(C)(C)O
UBAMGTKSOKGECF-UHFFFAOYSA-N,CC(=C)C(COC1=C2C(=C(C3=C1OC(=O)C=C3)OC)C=CO2)O
NMRPBPVERJPACX-MRVPVSSYSA-N,CCCCC[C@@H](CC)O
KUECBJOPWMRHEX-CQSZACIVSA-N,COC1=C(C2=C3[C@@H](CC4=C2C=C(C=C4)O)NCCC3=C1)OC
PVWALMHWUOWPPA-RPLHEXBESA-N,COC(=O)/C/1=C/C2=C(NC3=CC=CC=C23)/C(=C\C4=C1NC5=CC=CC=C45)/C(=O)OC
JFFUKRBVELYCPJ-FIKFPIMESA-N,C[C@@H]1C=C(C(=O)[C@]2([C@H]1C[C@@H]3[C@@]4([C@@H]2[C@@H]([C@H]([C@@H]([C@@H]4CC(=O)O3)C)OC)OC(=O)C)C)C)OC
ISYHXQAQWVPQKA-SNPVAWBPSA-N,C[C@@H]1C=C(C(=O)[C@]2([C@H]1C[C@@H]3[C@@]4([C@@H]2[C@@H]([C@H]([C@@]([C@@H]4CC(=O)O3)(C)O)OC)OC(=O)C)C)C)OC
OFOPXAFBCZQTFU-KOEFXMDHSA-N,C[C@@H]1C=C(C(=O)[C@]2([C@H]1C[C@@H]3[C@@]4([C@@H]2[C@@H]([C@H]([C@@]([C@@H]4CC(=O)O3)(C)O)OC)O)C)C)OC
WTMHOKZZJFYIGE-FCESQLEQSA-N,C[C@@H]1C=C(C(=O)[C@]2([C@H]1C[C@@H]3[C@@]4([C@@H]2[C@@H]([C@H]([C@@]([C@@]4(CC(=O)O3)O)(C)O)OC)O)C)C)OC
DUAQCTANPNATFA-IXRXLRCOSA-N,C[C@@H]1C=C(C(=O)[C@]2([C@H]1C[C@@H]3[C@@]4([C@@H]2[C@H]5[C@H]([C@@](C4CC(=O)O3)(C)O)OCO5)C)C)OC
KSIVGTKSVYIZEB-YNSDLTNASA-N,CC1CC[C@@]2(C(C3C(O2)CC4[C@@]3(CCC5C4CC=C6[C@@]5(C(CC(C6)O)OC7C(C(C(C(O7)C)O)O)OC8C(C(C(C(O8)C)O)OC(=O)C)O)C)C)C)OC1
BIJFTRIMTHYJOV-QRWZCSJESA-N,C[C@@H]1C=C(C(=O)[C@]2([C@H]1C[C@@H]3[C@@]4([C@@H]2[C@@H](C[C@@]([C@@H]4CC(=O)O3)(C)C(=O)[C@@H]5CC(=O)OC5)O)C)C)OC
GESOKLRVLMVNMO-WCAPFRRUSA-N,C[C@@H]1C[C@@H](C(=O)[C@]2([C@H]1C[C@@H]3[C@@]4([C@@H]2C(=O)C(=C([C@@H]4CC(=O)O3)C)OC)C)C)O
GNPWDPZTRHBTJY-ZXXQBWPGSA-N,C[C@@H]1C=C(C(=O)[C@]2([C@H]1C[C@@H]3[C@@]4([C@@H]2[C@H]5[C@H](C([C@@H]4CC(=O)O3)C)OCO5)C)C)OC
MPKJVOULXZBGDT-ATNJLCLCSA-N,C[C@@H]1C=C(C(=O)[C@]2([C@H]1C[C@@H]3[C@@]4([C@@H]2[C@H]5[C@H]([C@@H]([C@@]4(CC(=O)O3)O)C)OCO5)C)C)OC
WUGDTWXOAUNOCM-NJECMDHZSA-N,C[C@@H]1C[C@@H](C(=O)[C@]2([C@H]1C[C@@H]3[C@@]4([C@@H]2C(=O)C(=C([C@@]4(CC(=O)O3)O)C)OC)C)C)O
NAAXIGQVODQJOV-PXYOAQHISA-N,C1[C@H]([C@@H]([C@H]([C@H](O1)OC2=C(C3=C(C=C2)C(=O)C(=CO3)C4=CC=C(C=C4)O)[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O
LANCLZFYVLANQS-RHMPUOGUSA-N,CC(C)CC(=O)O[C@H]1[C@H]2[C@H](C[C@@H]([C@@]2(C)O)O)C(=CO1)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
VQYBAEAOOJBSTR-QHSBEEBCSA-N,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@](CCC4)(CN2C(=O)C1)O
KLHSKTMVSOWVLD-WPDRYGPBSA-N,C[C@]12CC[C@@H](C([C@@H]1[C@@H](C[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)O)(C)C)O
GRBHNQFQFHLCHO-BHMAJAPKSA-N,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CCC(=O)C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)C)C
CKIYSMRPIBQTHQ-JKSUJKDBSA-N,C1CN[C@@H]2[C@@H](C3=CC=CC=C3C4=C2C1=CC5=C4OCO5)O
YTZSBJLNMIQROD-RZYLQQLPSA-N,CC1[C@@H]2[C@H](CC(O1)O)C(=COC2OC3C(C(C(C(O3)CO)O)O)O)C(=O)OC
FWCXELAAYFYCSR-HJXRQQMRSA-N,C[C@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@@H]6[C@@]5(C[C@H]([C@@H](C6)O)O)C)C)C)OC1
VELYAQRXBJLJAK-MJSCJBMMSA-N,CC1(CC(C2C1C(OC=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
ZIVURVYGGHVTQO-CUCOLZSJSA-N,C[C@@H]1C=C(C(=O)[C@]2([C@H]1C[C@@H]3[C@@]4([C@@H]2[C@@H]([C@H]([C@@H]([C@@H]4CC(=O)O3)C)O)O)C)C)OC
DCUOEDHQKMLWHI-PJZZLEGSSA-N,C[C@@H]1C=C(C(=O)[C@]2([C@H]1C[C@@H]3[C@@]4([C@@H]2[C@@H]([C@H]([C@@H]([C@@H]4CC(=O)O3)C)OC)O)C)C)OC
KUJLPCYCQICVRM-UHFFFAOYSA-N,CC#CCC1=CC2=CC=CC=C2C(=O)O1
GHNBEBDYYSVNEK-XPQLPGEHSA-N,C/C=C/C=C/C(=O)C1=CC=CC=C1
GFYSRANGENPXDF-UHFFFAOYSA-N,CC1(CC=C(C(=O)O1)C2C3=CC=CC=C3C(=O)O2)C
UXDIXFDKSPCUIX-AXFHLTTASA-N,CCCC[C@H]1[C@H]2CCC=C[C@H]2C(=O)O1
AXVVWZONCVUAPP-QULPKBGFSA-N,CN1CC[C@@]23CC(=O)C(=C[C@@H]2[C@@H]1CC4=C3C(=C(C=C4C5=CC(=C(C6=C5C[C@H]7[C@@H]8[C@@]6(CCN7C)CC(=O)C(=C8)OC)O)OC)OC)O)OC
QNGQIURXCUHNAT-UHFFFAOYSA-N,CC1=CC=CC(CC1=O)(C)C
HWFYWIVOYBPLQU-SREVYHEPSA-N,CCCC/C=C\CCCCCCCC1=CC(=O)C2=CC=CC=C2N1C
VWYANPOOORUCFJ-MBVQSDBHSA-N,CC(C)[C@@H]1CC[C@H]2[C@]1(CC[C@@]3([C@@]2(CC=C4[C@H]3CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)C)C
JSKCJJNYSGWZDU-RQJSCMEKSA-N,C=C1[C@H](C[C@H]2[C@@H]1[C@@H](OC=C2C(=O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O
CAULGCQHVOVVRN-SWZPTJTJSA-N,C/C/1=C\CC(=C(C)C)C(=O)C/C(=C/CC1)/C
XUPCBKGIPJPDGW-VZTATICASA-N,C[C@@]12CC[C@@]3([C@H]4CC=C5[C@H]([C@@]4(CC[C@]3([C@@H]1CC(CC2)(C)C)C)C)CCC(=O)C5(C)C)C
ICWHTQRTTHCUHW-GZBFAFLISA-N,C[C@H]1CCC=C([C@]12CC[C@H](C2)C(C)(C)O)C
FSXRARBVZZKCGJ-FMAJMWNWSA-N,CN1CC[C@@]23[C@@]1(C[C@@H]([C@@]24[C@@H](C(=CC4=O)OC)O)Cl)C(=C(C(=O)C3)OC)OC
PFCVZKFJHRCLCC-PGOIBATFSA-N,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@H]4[C@]([C@@]3(CC2)C)(CC[C@@H]5[C@@]4(C[C@H]([C@@H](C5(C)C)O)O)C)C)C(=O)O
JLUQTCXCAFSSLD-UHFFFAOYSA-N,C1CC2(C13C=CC(=O)O3)C=CC(=O)O2
GYJATVZZLSOXTA-UHFFFAOYSA-N,CC(C)C(=O)COC1=C2C(=C(C3=C1OC(=O)C=C3)OC)C=CO2
MRNPHCMRIQYRFU-KXUMSINMSA-N,CC(C)[C@H]1CC[C@@H]2[C@@]1(CC[C@]3([C@]2(CC=C4[C@@H]3CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)OC)C)C)C)C
GRBKWAXRYIITKG-QFMFQGICSA-N,C/C=C/C#CC#C/C=C/C1=CC=CO1
SRELFLQJDOTNLJ-HNNXBMFYSA-N,C1C[C@H](C=C1)CCCCCCCCCCC(=O)O
FHFHNVHRVKQQHN-UHFFFAOYSA-N,CC1=CC(=C2C(=C1O)C(=O)C3=C(C2=O)C(=CC=C3)O)O
ZFWOUNNKSHIAFK-MIIKWYNKSA-N,C1=CC2=C(C(=C1)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C(=O)C4=C([C@H]2[C@@H]5C6=C(C(=CC=C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C(=O)C8=C5C=C(C=C8O)C(=O)O)C=C(C=C4O)CO
XLACUABANMZLCJ-KVJIRVJXSA-N,CC(C)CC(=O)OCC1=CO[C@H]([C@H]2C1=C[C@@H]([C@]23CO3)OC(=O)C)OC(=O)CC(C)C
UZQVYLOFLQICCT-BYPYZUCNSA-N,C=C[C@H]1CNC(=S)O1
FHIREUBIEIPPMC-SADZTDHOSA-N,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C=O)OC)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O
YAUKSCGKZYUZRH-JRSKDTKFSA-N,C=CC1CN2CCC1C[C@H]2C3=C(C4=CC=CC=C4N3)CCO
SRFCUPVBYYAMIL-UHFFFAOYSA-N,COC1=CC2=C(C=CN=C2C=C1)C(=O)C3CC4CCN3CC4C=C
RKDOFSJTBIDAHX-CYHLAULCSA-N,C[C@H]([C@@](C(C)C)(C(=O)OCC1=CCN2[C@H]1[C@@H](CC2)OC(=O)C)O)O
IXELFRRANAOWSF-ALCCZGGFSA-N,C=CCSS/C=C\CS(=O)CC=C
RKBAYVATPNYHLW-UHFFFAOYSA-N,CC1=CCC(CC1)C2(CCC(O2)C(C)(C)O)C
OYGWMFMSZPRSPD-GFCCVEGCSA-N,CC(C)([C@H]1CC2=C(C3=CC=CC=C3N=C2O1)OC)O
BNDDTTIRGZIQSE-ZEZHKYRDSA-N,C=C[C@@H]1[C@@H]2C[C@H]3C4=NC5=CC=CC=C5C=C4CN3C(=O)C2=CO[C@H]1O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O
KFFHSFCOKCGBBW-VCPDXWRASA-N,CC1=C2[C@H](C[C@@]3(CC[C@@H](C(=C)[C@H]3[C@@H]([C@@H](C2(C)C)[C@H](C1)OC(=O)C)OC(=O)C)OC(=O)C)C)OC(=O)C
YEDFEBOUHSBQBT-UHFFFAOYSA-N,C1=CC=C(C=C1)C2C(C(=O)C3=CC=CC=C3O2)O
GJRGEVKCJPPZIT-JBDRJPRFSA-N,C1CN([C@@H]1C(=O)O)C[C@@H]([C@@H](C(=O)O)NCC[C@@H](C(=O)O)O)O
NGWYJYHAFLMHNW-UHFFFAOYSA-N,C1=CC(=C(C=C1O)O)C(=O)C(=O)C2=C(C=C(C=C2)O)O
ZSMYLYMVTJVQIR-UHFFFAOYSA-N,CC(C)C1=C(C=C2C(=C1)CCC3C2(CCCC3(C)CO)C)O
SPZXXUUDYMHBSG-UHFFFAOYSA-N,C1=CC(=CC=C1C2=CC(=O)C3=C(C(=C(C(=C3O2)O)O)O)O)O
IJALWSVNUBBQRA-UHFFFAOYSA-N,CC1=C(C=CC(=C1)O)C(C)C
IJFPVINAQGWBRJ-UHFFFAOYSA-N,CC(C)CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCC(C)C
CYYZDBDROVLTJU-UHFFFAOYSA-N,CCCCC1=CC=C(C=C1)O
IXQGCWUGDFDQMF-UHFFFAOYSA-N,CCC1=CC=CC=C1O
RFFLAFLAYFXFSW-UHFFFAOYSA-N,C1=CC=C(C(=C1)Cl)Cl
ZUTYZAFDFLLILI-UHFFFAOYSA-N,CCC(C)C1=CC=C(C=C1)O
RARSHUDCJQSEFJ-UHFFFAOYSA-N,CCC(=O)C1=CC=C(C=C1)O
MXIZZLBQRBAZEX-HUUCEWRRSA-N,C[C@@H]1CC2=C([C@H](N1)C)C(=C(C=C2)C3=C4C=CC=C(C4=C(C=C3C)OC)OC)O
BHQAJMGEYYHIGV-JKSUJKDBSA-N,C[C@H]1CC2=CC(=C(C(=C2[C@H](N1C)C)OC)C3=C(C4=C(C=CC=C4OC)C=C3C)O)OC
NNCITNDNYQWFCU-ZNLKAECVSA-N,C[C@@H]1[C@@H](C2=C([C@H](N1)C)C(=C(C=C2)C3=C(C4=C(C=C3)C=C(C=C4OC)C)O)O)O
YUPNHTWYVBHLMG-KSBSHMNSSA-N,C[C@@H]1CC(=O)C2=C([C@@H]1O)C=CC=C2O
UJOHABFHKQHIKS-UHFFFAOYSA-N,C1CN2C3=C1C=CC=C3C4=CC5=C(C=C4C2=O)OCO5
SWPVBBHHDCMHLN-IRJLPVGZSA-N,CN1[C@H]2C[C@H](C=C[C@@]23[C@@H](C1=O)N(C(=O)C4=CC5=C(C=C34)OCO5)CCC6=CC=C(C=C6)O)OC
VLDOBKJPRUQEEC-FVQBIDKESA-N,CN1CCC2=CC[C@@H]3[C@H]([C@@H]21)C4=CC(=C(C=C4C(=O)O3)O)OC
KWAOMPWGIIXDPH-NWLYGAKOSA-N,C1[C@@H](C=C[C@]23[C@H]1N(C[C@H]2O)CC4=CC5=C(C=C34)OCO5)O
VGTQLFWIJIABSU-UHFFFAOYSA-N,CC(=O)CC1C2=C(C=CC(=C2OC)OC)C3=C(N1C)C4=CC5=C(C=C4C=C3)OCO5
ONEHMWWDDDSJBB-UHFFFAOYSA-N,CC(=O)CC1C2=C(C=CC3=C2OCO3)C4=C(N1C)C5=CC6=C(C=C5C=C4)OCO6
IHTXRYTWDARUKX-UHFFFAOYSA-N,CN1C2=C(C=CC3=CC4=C(C=C32)OCO4)C5=C(C1=O)C(=C(C=C5)OC)OC
